#uidA	uidB	altA	altB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourcedb	interactionIdentifier	confidence	expansion	biological_role_A	biological_role_B	experimental_role_A	experimental_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_Interaction	Annotations_A	Annotations_B	Annotations_Interaction	Host_organism_taxid	parameters_Interaction	Creation_date	Update_date	Checksum_A	Checksum_B	Checksum_Interaction	Negative	OriginalReferenceA	OriginalReferenceB	FinalReferenceA	FinalReferenceB	MappingScoreA	MappingScoreB	irogida	irogidb	irigid	crogida	crogidb	crigid	icrogida	icrogidb	icrigid	imex_id	edgetype	numParticipants
uniprotkb:P30793	uniprotkb:P55789	entrezgene/locuslink:2643|entrezgene/locuslink:51658|entrezgene/locuslink:93984|rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|irogid:988801	entrezgene/locuslink:2671|genbank_protein_gi:54112432|refseq:NM_005262|rogid:ttWSaYxpd3WUg61NQC7eiybRFUg9606|irogid:4264083	hgnc:GCH1|uniprotkb:GCH1_HUMAN|crogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|icrogid:988801	hgnc:GFER|uniprotkb:ALR_HUMAN|crogid:ttWSaYxpd3WUg61NQC7eiybRFUg9606|icrogid:4264083	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:SS6iM5NN9LqScifmvPtDgoGm8Dc|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606	rogid:ttWSaYxpd3WUg61NQC7eiybRFUg9606	rigid:SS6iM5NN9LqScifmvPtDgoGm8Dc	false	Swiss-Prot:P30793	Swiss-Prot:Q9UK40	uniprotkb:P30793	uniprotkb:P55789	PD	PUD	988801	4264083	1038754	9z/ipW7g2/eM/he2GvH8TndDK9I9606	ttWSaYxpd3WUg61NQC7eiybRFUg9606	SS6iM5NN9LqScifmvPtDgoGm8Dc	988801	4264083	1038754	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q9H6J7	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:79096|refseq:NP_077018|uniprotkb:Q7L077|rogid:Oao8NIAnfftuY6pDEEtZOEC2Ods9606|irogid:3340496	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:C11orf49|uniprotkb:CK049_HUMAN|crogid:Oao8NIAnfftuY6pDEEtZOEC2Ods9606|icrogid:3340496	MI:0398(two hybrid pooling approach)	stelzl-2005-1	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-735109|rigid:dVb5GFLOzzSMJ/dhaSF0zu/W6C4|edgetype:X	hpr:6860|lpr:6860|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:Oao8NIAnfftuY6pDEEtZOEC2Ods9606	rigid:dVb5GFLOzzSMJ/dhaSF0zu/W6C4	false	uniprotkb:Q5RL73	uniprotkb:Q9H6J7	uniprotkb:Q5RL73	uniprotkb:Q9H6J7	P	P	1258659	3340496	784487	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	Oao8NIAnfftuY6pDEEtZOEC2Ods9606	AjHAx4R2Iuz0VnzFj9JKd1kUAXk	23415319	3340496	1295666	-	X	2
uniprotkb:P30793	uniprotkb:P26196	entrezgene/locuslink:2643|entrezgene/locuslink:51658|entrezgene/locuslink:93984|rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|irogid:988801	entrezgene/locuslink:1656|refseq:NP_001244120|refseq:NP_004388|rogid:pBOpwnVU+BmxUyC/uo2ig53QRto9606|irogid:3509163	hgnc:GCH1|uniprotkb:GCH1_HUMAN|crogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|icrogid:988801	hgnc:DDX6|uniprotkb:DDX6_HUMAN|crogid:pBOpwnVU+BmxUyC/uo2ig53QRto9606|icrogid:3509163	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:iGKhsOUZlwQcmUf1KVwJS8puhzs|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606	rogid:pBOpwnVU+BmxUyC/uo2ig53QRto9606	rigid:iGKhsOUZlwQcmUf1KVwJS8puhzs	false	Swiss-Prot:P30793	Swiss-Prot:P26196	uniprotkb:P30793	uniprotkb:P26196	PD	PD	988801	3509163	861827	9z/ipW7g2/eM/he2GvH8TndDK9I9606	pBOpwnVU+BmxUyC/uo2ig53QRto9606	iGKhsOUZlwQcmUf1KVwJS8puhzs	988801	3509163	861827	-	X	2
uniprotkb:Q5RL73	uniprotkb:P08670	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:7431|genbank_protein_gi:20473667|genbank_protein_gi:62414289|rogid:GhAhVuXMNxi6P5J0CfNi5l9bjRk9606|irogid:2053332	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:VIM|uniprotkb:VIME_HUMAN|crogid:GhAhVuXMNxi6P5J0CfNi5l9bjRk9606|icrogid:2053332	MI:0018(two hybrid)	goehlerh.-2004-4	pubmed:15383276	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0471(mint)	mint:MINT-3980455|rigid:SXxQjKlO4USKbnLUTW0ZA0mf/1A|edgetype:X	hpr:476|lpr:476|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:GhAhVuXMNxi6P5J0CfNi5l9bjRk9606	rigid:SXxQjKlO4USKbnLUTW0ZA0mf/1A	false	uniprotkb:Q9H0V7	uniprotkb:P08670	uniprotkb:Q5RL73	uniprotkb:P08670	PU	P	1258659	2053332	1041797	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	GhAhVuXMNxi6P5J0CfNi5l9bjRk9606	4eCdfI84JEJ+sbILLRbLIyx3utU	23415319	2053332	1267601	-	X	2
uniprotkb:Q99608	uniprotkb:P08138	entrezgene/locuslink:4692|refseq:NP_002478|uniprotkb:Q99608|rogid:8hFkLGNpSu6jmbrqmJuxNBZoWTs9606|irogid:860559	entrezgene/locuslink:4804|genbank_protein_gi:4505393|refseq:NP_002498|rogid:xoP55XGR3zC9f2ClOxgUWU3xnzk9606|irogid:4896685	hgnc:NDN|uniprotkb:NECD_HUMAN|crogid:8hFkLGNpSu6jmbrqmJuxNBZoWTs9606|icrogid:860559	hgnc:NGFR|uniprotkb:TNR16_HUMAN|crogid:xoP55XGR3zC9f2ClOxgUWU3xnzk9606|icrogid:4896685	MI:0004(affinity chromatography technology)	Kuwako K (2004)	pubmed:14593116	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0463(biogrid)	biogrid:253274|rigid:Qmh9I3tV5IOiKqD3b1pTAHI1j9s|edgetype:X	hpr:47500|lpr:2|np:4	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2013-03-02	2013-03-02	rogid:8hFkLGNpSu6jmbrqmJuxNBZoWTs9606	rogid:xoP55XGR3zC9f2ClOxgUWU3xnzk9606	rigid:Qmh9I3tV5IOiKqD3b1pTAHI1j9s	false	refseq:NP_002478	refseq:NP_002498	refseq:NP_002478	refseq:NP_002498	P	P	860559	4896685	1001609	8hFkLGNpSu6jmbrqmJuxNBZoWTs9606	xoP55XGR3zC9f2ClOxgUWU3xnzk9606	Qmh9I3tV5IOiKqD3b1pTAHI1j9s	860559	4896685	1001609	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q9NPF4	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:55644|refseq:NM_017807|refseq:NP_060277|rogid:gdWaUekKJ7WFXfPlaleW9Dpmsi89606|irogid:2036284	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:OSGEP|uniprotkb:OSGEP_HUMAN|crogid:gdWaUekKJ7WFXfPlaleW9Dpmsi89606|icrogid:2036284	MI:0018(two hybrid)	vinayaga-2011	pubmed:21900206	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0471(mint)	mint:MINT-8265113|rigid:nWTkaB2kRIP0CUMejj6Mq/pP15o|edgetype:X	hpr:4128|lpr:4128|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:gdWaUekKJ7WFXfPlaleW9Dpmsi89606	rigid:nWTkaB2kRIP0CUMejj6Mq/pP15o	false	uniprotkb:Q5RL73	uniprotkb:Q9NPF4	uniprotkb:Q5RL73	uniprotkb:Q9NPF4	P	P	1258659	2036284	1474218	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	gdWaUekKJ7WFXfPlaleW9Dpmsi89606	Q0wGQDzvB9sF1OqfgnMCfp1vCQs	23415319	2036284	1366147	-	X	2
uniprotkb:P30793	uniprotkb:P04181	entrezgene/locuslink:2643|entrezgene/locuslink:51658|entrezgene/locuslink:93984|rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|irogid:988801	entrezgene/locuslink:4942|genbank_protein_gi:4557809|refseq:NM_000274|rogid:j+e5fOgz5Yv7lLp2NV8Uq+eR6909606|irogid:2481001	hgnc:GCH1|uniprotkb:GCH1_HUMAN|crogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|icrogid:988801	hgnc:OAT|uniprotkb:OAT_HUMAN|crogid:j+e5fOgz5Yv7lLp2NV8Uq+eR6909606|icrogid:2481001	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:nMzkEuJ6i6UgqyIc0JCJFJSrHSk|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606	rogid:j+e5fOgz5Yv7lLp2NV8Uq+eR6909606	rigid:nMzkEuJ6i6UgqyIc0JCJFJSrHSk	false	Swiss-Prot:P30793	Swiss-Prot:P04181	uniprotkb:P30793	uniprotkb:P04181	PD	PD	988801	2481001	950967	9z/ipW7g2/eM/he2GvH8TndDK9I9606	j+e5fOgz5Yv7lLp2NV8Uq+eR6909606	nMzkEuJ6i6UgqyIc0JCJFJSrHSk	988801	2481001	950967	-	X	2
uniprotkb:Q5RL73	uniprotkb:A8ASI8	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:637|genbank_protein_gi:4557361|refseq:NP_001187|rogid:K7148hFL21ctiVuJRKEsddUE3tc9606|irogid:2668400	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:BID|uniprotkb:A8ASI8_HUMAN|uniprotkb:BID_HUMAN|crogid:WLm0gIBnttCMOwMWfMl3hrxJdEk9606|icrogid:38765192	MI:0018(two hybrid)	vinayaga-2011	pubmed:21900206	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0471(mint)	mint:MINT-8249487|rigid:mIfLRmqAWuILmpTEQYUUeBLmKsY|edgetype:X	hpr:4128|lpr:4128|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:K7148hFL21ctiVuJRKEsddUE3tc9606	rigid:mIfLRmqAWuILmpTEQYUUeBLmKsY	false	uniprotkb:Q5RL73	uniprotkb:P55957	uniprotkb:Q5RL73	uniprotkb:P55957	P	P	1258659	2668400	1468651	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	WLm0gIBnttCMOwMWfMl3hrxJdEk9606	5sDFDk8PvR25kakNZU4E9pW0twQ	23415319	38765192	1273130	-	X	2
uniprotkb:P20823	uniprotkb:F1D8T1	entrezgene/locuslink:100233228|entrezgene/locuslink:4341|entrezgene/locuslink:6927|rogid:T/hHqwjDiZ9hytsn6n8a9oQt+EQ9606|irogid:4133962	entrezgene/locuslink:284743|entrezgene/locuslink:3172|entrezgene/locuslink:4339|rogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606|irogid:2946713	hgnc:HNF1A|uniprotkb:HNF1A_HUMAN|crogid:/YgpAWvr/qDN04xwgkEKFJW41pI9606|icrogid:22340769	hgnc:HNF4A|uniprotkb:F1D8T1_HUMAN|uniprotkb:HNF4A_HUMAN|crogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606|icrogid:2946713	MI:0024(confirmational text mining)	-	pubmed:9792724	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:W4y6WGn9TU7NZfCSJB5T/ZSGj6g|edgetype:X	hpr:47500|lpr:2|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:T/hHqwjDiZ9hytsn6n8a9oQt+EQ9606	rogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606	rigid:W4y6WGn9TU7NZfCSJB5T/ZSGj6g	false	Swiss-Prot:P20823	Swiss-Prot:P41235	uniprotkb:P20823	uniprotkb:P41235	PD	PD	4133962	2946713	1095605	/YgpAWvr/qDN04xwgkEKFJW41pI9606	lul0rM/fHNAVsH3ZizbMOXPPL0k9606	j6ngx/laTfvpc7tL48PTGJkPv4Q	22340769	2946713	1453794	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q14061	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:10063|refseq:NP_005685|uniprotkb:Q14061|rogid:DduAgG449PBuqu3MF3MBChmg6t09606|irogid:1541204	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:COX17|uniprotkb:COX17_HUMAN|crogid:5SVrGmO/ffnKElhXAyP3VVrtiWA9606|icrogid:25278352	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:7vQxaGccQ18nIY0ipwE6wbjY1IM|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:DduAgG449PBuqu3MF3MBChmg6t09606	rigid:7vQxaGccQ18nIY0ipwE6wbjY1IM	false	Swiss-Prot:Q8IYW7	Swiss-Prot:Q14061	uniprotkb:Q5RL73	uniprotkb:Q14061	PUD	PD	1258659	1541204	700911	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	5SVrGmO/ffnKElhXAyP3VVrtiWA9606	E241TRvxdhciAQfAKClSRe5Hz+s	23415319	25278352	1311082	-	X	2
uniprotkb:O00167	uniprotkb:P19086	entrezgene/locuslink:2139|refseq:NP_005235|uniprotkb:O00167|rogid:GzEF57gMLHQVYIXIpdcf3XffCS49606|irogid:2146559	entrezgene/locuslink:2781|refseq:NP_002064|uniprotkb:P19086|rogid:q6aYF1TkNLkemfCVZBdijhHeMf09606|irogid:3655035	hgnc:EYA2|uniprotkb:EYA2_HUMAN|crogid:GzEF57gMLHQVYIXIpdcf3XffCS49606|icrogid:2146559	hgnc:GNAZ|uniprotkb:GNAZ_HUMAN|crogid:Jx6zL1Q+/pTb1AooUlHjTKRsqMU9606|icrogid:2630293	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:9uU4P4xZuALVgdC/uOoR13fUUKk|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:GzEF57gMLHQVYIXIpdcf3XffCS49606	rogid:q6aYF1TkNLkemfCVZBdijhHeMf09606	rigid:9uU4P4xZuALVgdC/uOoR13fUUKk	false	Swiss-Prot:O00167	Swiss-Prot:P19086	uniprotkb:O00167	uniprotkb:P19086	PD	PD	2146559	3655035	717589	GzEF57gMLHQVYIXIpdcf3XffCS49606	Jx6zL1Q+/pTb1AooUlHjTKRsqMU9606	MYH4Kecr41Yfpzlk54y6h05a1ds	2146559	2630293	1350285	-	X	2
uniprotkb:Q5RL73	uniprotkb:P21673	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:3794|entrezgene/locuslink:6303|genbank_protein_gi:4506789|rogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606|irogid:4925944	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:SAT1|uniprotkb:Q6ICU9_HUMAN|uniprotkb:SAT1_HUMAN|crogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606|icrogid:4925944	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:rttLpslwZ2VCI8VpvGaGd3bQ5Bo|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606	rigid:rttLpslwZ2VCI8VpvGaGd3bQ5Bo	false	Swiss-Prot:Q8IYW7	Swiss-Prot:P21673	uniprotkb:Q5RL73	uniprotkb:P21673	PUD	PD	1258659	4925944	1022424	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	xuCACF5E/GV3eKfMqdhnXImFfmk9606	iBrQRYNpV6HFbO85kBJXBcY+Src	23415319	4925944	1449584	-	X	2
uniprotkb:P30793	uniprotkb:P22314	entrezgene/locuslink:2643|entrezgene/locuslink:51658|entrezgene/locuslink:93984|rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|irogid:988801	entrezgene/locuslink:7317|entrezgene/locuslink:8240|entrezgene/locuslink:8247|rogid:q+vEeA0XLST0Zz173bmEt0dNbDE9606|irogid:3636322	hgnc:GCH1|uniprotkb:GCH1_HUMAN|crogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|icrogid:988801	hgnc:UBA1|uniprotkb:UBA1_HUMAN|crogid:q+vEeA0XLST0Zz173bmEt0dNbDE9606|icrogid:3636322	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:Wh0Cdhb/SxU936rzKfOijvUofTU|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606	rogid:q+vEeA0XLST0Zz173bmEt0dNbDE9606	rigid:Wh0Cdhb/SxU936rzKfOijvUofTU	false	Swiss-Prot:P30793	Swiss-Prot:P22314	uniprotkb:P30793	uniprotkb:P22314	PD	PD	988801	3636322	1100686	9z/ipW7g2/eM/he2GvH8TndDK9I9606	q+vEeA0XLST0Zz173bmEt0dNbDE9606	Wh0Cdhb/SxU936rzKfOijvUofTU	988801	3636322	1100686	-	X	2
uniprotkb:Q5RL73	uniprotkb:P78417	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:9446|pdb:1EEM|pdb:1EEM_A|rogid:nRO3PFh/+KXaNCPkTFSld+BQqD89606|irogid:3262832	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:GSTO1|uniprotkb:GSTO1_HUMAN|crogid:nRO3PFh/+KXaNCPkTFSld+BQqD89606|icrogid:3262832	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:N1+Nu0dV9tT37DJ5iuNVIe0QJK0|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:nRO3PFh/+KXaNCPkTFSld+BQqD89606	rigid:N1+Nu0dV9tT37DJ5iuNVIe0QJK0	false	Swiss-Prot:Q8IYW7	Swiss-Prot:P78417	uniprotkb:Q5RL73	uniprotkb:P78417	PUD	PD	1258659	3262832	941747	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	nRO3PFh/+KXaNCPkTFSld+BQqD89606	HReoWSMiR2Y2SD/EcOJKnJFWyr4	23415319	3262832	1326731	-	X	2
uniprotkb:O00167	uniprotkb:P19086	entrezgene/locuslink:2139|refseq:NP_005235|uniprotkb:O00167|rogid:GzEF57gMLHQVYIXIpdcf3XffCS49606|irogid:2146559	entrezgene/locuslink:2781|refseq:NP_002064|uniprotkb:P19086|rogid:q6aYF1TkNLkemfCVZBdijhHeMf09606|irogid:3655035	hgnc:EYA2|uniprotkb:EYA2_HUMAN|crogid:GzEF57gMLHQVYIXIpdcf3XffCS49606|icrogid:2146559	hgnc:GNAZ|uniprotkb:GNAZ_HUMAN|crogid:Jx6zL1Q+/pTb1AooUlHjTKRsqMU9606|icrogid:2630293	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:9uU4P4xZuALVgdC/uOoR13fUUKk|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:GzEF57gMLHQVYIXIpdcf3XffCS49606	rogid:q6aYF1TkNLkemfCVZBdijhHeMf09606	rigid:9uU4P4xZuALVgdC/uOoR13fUUKk	false	Swiss-Prot:O00167	Swiss-Prot:P19086	uniprotkb:O00167	uniprotkb:P19086	PD	PD	2146559	3655035	717589	GzEF57gMLHQVYIXIpdcf3XffCS49606	Jx6zL1Q+/pTb1AooUlHjTKRsqMU9606	MYH4Kecr41Yfpzlk54y6h05a1ds	2146559	2630293	1350285	-	X	2
uniprotkb:Q5RL73	uniprotkb:P04792	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:140763|entrezgene/locuslink:3315|genbank_protein_gi:4504517|rogid:vrDXIdzP30aHSDLHOh2D4x54eJY9606|irogid:4580935	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:HSPB1|uniprotkb:HSPB1_HUMAN|crogid:vrDXIdzP30aHSDLHOh2D4x54eJY9606|icrogid:4580935	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:ZcdFxUrjVYTjUQd2IYGPeTHR8dQ|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:vrDXIdzP30aHSDLHOh2D4x54eJY9606	rigid:ZcdFxUrjVYTjUQd2IYGPeTHR8dQ	false	Swiss-Prot:Q8IYW7	Swiss-Prot:P04792	uniprotkb:Q5RL73	uniprotkb:P04792	PUD	PD	1258659	4580935	1149508	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	vrDXIdzP30aHSDLHOh2D4x54eJY9606	ipeJm6mRXUZSmpicx8XIYVlr/nA	23415319	4580935	1452463	-	X	2
