UniProt/SwissProt Accession	HGNC symbol
Q16881	TXNRD1
Q719I0	AHSA2
Q6N022	ODZ4
Q96MC6	HIAT1
Q92918	MAP4K1
P15289	ARSA
P15289	ARSA
P15289	ARSA
Q9UKU7	ACAD8
Q9BY44	EIF2A
P15289	ARSA
P13535	MYH8
P08754	GNAI3
P13535	MYH8
P14625	HSP90B1
Q6UVJ0	SASS6
Q4V9L6	TMEM119
Q9UBQ5	EIF3K
P01275	GCG
A6NMC2	PRAMEF8
Q5VWM4	PRAMEF8
P01275	GCG
Q92896	GLG1
Q07699	SCN1B
Q14242	SELPLG
Q92896	GLG1
Q5VWM5	PRAMEF9
P19087	GNAT2
Q14242	SELPLG
P26951	IL3RA
P26951	IL3RA
Q8N143	BCL6B
Q9Y4C5	CHST2
Q9NZM1	MYOF
P05981	HPN
P05981	HPN
Q9UI43	FTSJ2
Q5VWM6	PRAMEF13
Q14651	PLS1
Q7RTY0	SLC16A13
Q96H35	RBM18
Q5VWM3	PRAMEF18
O43707	ACTN4
O95467	GNAS
A8MT33	SYCE1L
Q14651	PLS1
Q9NUP7	CCDC76
Q06210	GFPT1
Q14651	PLS1
O95467	GNAS
Q8NCK7	SLC16A11
O95467	GNAS
Q9NY37	ACCN5
Q6UXP3	TMEM14E
Q8IVB4	SLC9A9
Q15327	ANKRD1
Q9ULV4	CORO1C
Q14802	FXYD3
P12236	SLC25A6
P12236	SLC25A6
A6NEQ2	FAM181B
Q14802	FXYD3
P47900	P2RY1
Q12884	FAP
Q8TE60	ADAMTS18
Q5VWM1	PRAMEF16
Q5VT98	PRAMEF21
Q96DD0	LRRC39
Q5VT98	PRAMEF21
P42785	PRCP
Q96DD0	LRRC39
Q8IUN9	CLEC10A
Q9ULV4	CORO1C
P36639	NUDT1
P36639	NUDT1
P36639	NUDT1
P23396	RPS3
Q5VWM5	PRAMEF15
Q8N135	LGI4
P48775	TDO2
Q01433	AMPD2
Q5VWM5	PRAMEF15
Q9Y623	MYH4
O95671	ASMTL
O95671	ASMTL
Q5JWF2	GNAS
P61225	RAP2B
P0CE67	C3orf79
P84996	GNAS
Q96E11	MRRF
P07307	ASGR2
P07307	ASGR2
Q96DR7	ARHGEF26
Q86VZ1	P2RY8
Q86VZ1	P2RY8
P11182	DBT
Q5SWL7	PRAMEF14
P63092	GNAS
Q9NY74	ETAA1
Q96E11	MRRF
Q96E11	MRRF
Q5SWL8	PRAMEF19
Q6ZSI9	CAPN12
Q02040	AKAP17A
Q02040	AKAP17A
Q9H7C9	C11orf67
P63092	GNAS
Q9H7C9	C11orf67
O00168	FXYD1
O00168	FXYD1
Q9H7C9	C11orf67
P47929	LGALS7
Q86SE9	PCGF5
P58549	FXYD7
Q5VTA0	PRAMEF17
P47929	LGALS7B
Q96NZ1	FOXN4
P56470	LGALS4
Q96DB9	FXYD5
Q5VT98	PRAMEF20
Q96DB9	FXYD5
Q13011	ECH1
O14980	XPO1
P10323	ACR
Q9UKX2	MYH2
Q13901	C1D
Q13901	C1D
Q6PCD5	RFWD3
Q13901	C1D
Q9UKX2	MYH2
Q13901	C1D
P14866	HNRNPL
P46597	ASMT
P46597	ASMT
Q8NCI6	GLB1L3
O00442	RTCD1
Q7Z5N4	SDK1
Q5U5R9	HECTD2
Q9UMS0	NFU1
Q8N5I4	DHRSX
Q8N5I4	DHRSX
P07306	ASGR1
Q5VT99	LRRC38
Q17R55	FAM187B
Q9UNT1	RABL2B
Q8NDZ4	C3orf58
O96006	ZBED1
O96006	ZBED1
O96006	ZBED1
O96006	ZBED1
Q70CQ2	USP34
Q9Y5X2	SNX8
Q86YL7	PDPN
Q8N140	EID3
Q9UNT1	RABL2B
Q86X29	LSR
Q9NPF2	CHST11
Q5IJ48	CRB2
Q96HW7	INTS4
Q5IJ48	CRB2
Q9BYX4	IFIH1
P14209	CD99
P14209	CD99
Q8NB16	MLKL
Q15005	SPCS2
Q96MX6	WDR92
Q96AG3	SLC25A46
Q96JW4	SLC41A2
Q9UNH5	CDC14A
Q8N766	KIAA0090
Q69YU5	C12orf73
P43234	CTSO
Q9H2U1	DHX36
P23219	PTGS1
P55808	XG
P48995	TRPC1
P78352	DLG4
Q6UW10	SFTA2
P0C024	NUDT7
Q15853	USF2
Q7L5A8	FA2H
Q9HCJ6	VAT1L
Q8N1T3	MYO1H
O00469	PLOD2
Q9UQ49	NEU3
Q3MIW9	DPCR1
P81172	HAMP
Q8IW92	GLB1L2
P12882	MYH1
Q8IXH7	TH1L
Q8IW92	GLB1L2
P20916	MAG
Q8WYL5	SSH1
Q9NRA1	PDGFC
O15488	GYG2
Q13569	TDG
Q9H3F6	KCTD10
Q6PF15	KLHL35
O15488	GYG2
Q9GZN0	GPR88
Q13029	PRDM2
Q8N5I9	C12orf45
P55884	EIF3B
P55884	EIF3B
P19320	VCAM1
P63098	PPP3R1
Q9UKZ9	PCOLCE2
Q3SY69	ALDH1L2
Q8TEH3	DENND1A
Q8IXT1	C11orf82
Q9P2W7	B3GAT1
A6NND4	OR2AT4
P20273	CD22
P28676	GCA
Q9P2W7	B3GAT1
Q9UBR2	CTSZ
P51689	ARSD
P20273	CD22
Q7L0X2	FAM194A
Q6PJI9	WDR59
O75596	CLEC3A
Q9UBQ6	EXTL2
Q9UBQ6	EXTL2
Q9H4B7	TUBB1
Q9UQK1	PPP1R3C
Q9NRX1	PNO1
O94956	SLCO2B1
P56381	ATP5E
P56381	ATP5E
P49748	ACADVL
P56381	ATP5E
Q9NZC7	WWOX
O14842	FFAR1
O14843	FFAR3
O15529	GPR42
Q8WTR4	GDPD5
O15552	FFAR2
Q2M2I8	AAK1
Q9BQ13	KCTD14
Q6UXA7	C6orf15
P49748	ACADVL
Q9NXP7	GIN1
P60985	KRTDAP
Q9UIG5	PSORS1C1
Q92748	THRSP
Q96F85	CNRIP1
Q969D9	TSLP
Q9Y3B1	SLMO2
B1AJZ1	C1orf196
Q9H1C3	GLT8D2
O75444	MAF
Q5JPB2	ZNF831
Q15771	RAB30
Q8NEW0	SLC30A7
O95298	NDUFC2
Q8NEW0	SLC30A7
P14138	EDN3
Q674X7	KAZN
Q9H2K2	TNKS2
Q8TF09	DYNLRB2
Q3B820	FAM161A
P14138	EDN3
Q6ZVX9	PAQR9
O43255	SIAH2
P02671	FGA
Q8NI36	WDR36
P08567	PLEK
Q8NI36	WDR36
Q9NRQ2	PLSCR4
Q9NRQ2	PLSCR4
P58418	CLRN1
Q96KR7	PHACTR3
Q8ND25	ZNRF1
Q9NRQ2	PLSCR4
O14641	DVL2
Q8N8U2	CDYL2
O15042	U2SURP
Q9UIG4	PSORS1C2
Q9NW97	TMEM51
Q9BVK2	ALG8
Q7Z3V4	UBE3B
Q9NW97	TMEM51
Q9NW97	TMEM51
Q9NW97	TMEM51
P48167	GLRB
Q9NW97	TMEM51
Q9NW97	TMEM51
Q7Z3V4	UBE3B
Q9NRP2	C16orf61
O15042	U2SURP
Q6E0U4	DMKN
P02679	FGG
Q5TG92	C1orf195
Q2M389	KIAA1033
P14920	DAO
Q86SP6	GPR149
Q86WU2	LDHD
Q8NGS3	OR1J1
Q8NGS2	OR1J2
Q5FWF7	FBXO48
O95361	TRIM16
Q8TD31	CCHCR1
Q8TD31	CCHCR1
Q6E0U4	DMKN
Q9BX26	SYCP2
P08473	MME
P08473	MME
Q9BX26	SYCP2
P08473	MME
P08473	MME
P08473	MME
B1AJZ9	FHAD1
Q9BUL5	PHF23
Q9H2P9	DPH5
P50991	CCT4
Q15858	SCN9A
O43314	PPIP5K2
Q9H2P9	DPH5
Q86YW9	MED12L
Q96H22	CENPN
O95166	GABARAP
Q8IW19	APLF
Q8NGS1	OR1J4
Q8NGS0	OR1N1
Q8NGR9	OR1N2
Q8NGR8	OR1L8
Q15612	OR1Q1
Q8NGR6	OR1B1
Q5SSJ5	HP1BP3
P09525	ANXA4
Q5SSJ5	HP1BP3
Q6P2D0	ZFP1
Q6P2D0	ZFP1
Q8TAT2	FGFBP3
Q9NRY7	PLSCR2
Q9NRY7	PLSCR2
Q8NH94	OR1L1
Q8NH93	OR1L3
Q8TCW9	PROKR1
Q8TCW9	PROKR1
O95476	CTDNEP1
Q9NTX9	C20orf177
Q9NTX9	C20orf177
O94913	PCF11
P21453	S1PR1
Q8N4V2	SVOP
O95685	PPP1R3D
Q8TE02	C17orf81
Q8TE02	C17orf81
Q8TE02	C17orf81
O14981	BTAF1
P50454	SERPINH1
Q96PB7	OLFM3
Q9HBT8	ZNF286A
P42262	GRIA2
Q8NGR5	OR1L4
O95471	CLDN7
Q9HBT8	ZNF286A
Q8NGR2	OR1L6
Q9HBT8	ZNF286A
Q8IXH8	CDH26
P0CB44	SKA2L
Q9Y689	ARL5A
Q8N268	C20orf197
P85037	FOXK1
Q6GPI1	CTRB2
Q8NGR4	OR5C1
O43299	FOXK1
Q9NRB3	CHST12
P14672	SLC2A4
Q13371	PDCL
P42331	ARHGAP25
O15162	PLSCR1
Q86UD7	TBC1D26
Q53EZ4	CEP55
P55283	CDH4
O43313	ATMIN
Q8NES3	LFNG
Q9Y2T7	YBX2
Q8N9B4	ANKRD42
Q6P387	C16orf46
Q01118	SCN7A
Q6P387	C16orf46
Q70CQ3	USP30
Q8N9B4	ANKRD42
Q01118	SCN7A
P17538	CTRB1
Q16566	CAMK4
P29275	ADORA2B
Q8N668	COMMD1
Q6IS14	EIF5A
P63241	EIF5A
Q8NGR3	OR1K1
Q6IS14	EIF5A
P63241	EIF5A
Q6IS14	EIF5A
P63241	EIF5A
O00268	TAF4
Q6IS14	EIF5A
P63241	EIF5A
Q19AV6	ZSWIM7
O43299	KIAA0415
Q19AV6	ZSWIM7
P12107	COL11A1
P50458	LHX2
Q4KWH8	PLCH1
Q9HBD1	RC3H2
Q9NY97	B3GNT2
Q9NY97	B3GNT2
P23434	GCSH
O00305	CACNB4
Q9BX40	LSM14B
Q9HBD1	RC3H2
Q8NEA9	GMCL1
Q96IK5	GMCL1
Q8NEU8	APPL2
Q9HC98	NEK6
P56945	BCAR1
O43432	EIF4G3
Q13227	GPS2
Q13227	GPS2
Q13227	GPS2
O14818	PSMA7
O43432	EIF4G3
Q6PJG6	BRAT1
Q96C19	EFHD2
Q9HC98	NEK6
Q9HC98	NEK6
Q9GZT6	CCDC90B
Q96JE9	MAP6
Q99895	CTRC
Q86X19	TMEM17
Q5NUL3	O3FAR1
Q8NE35	CPEB3
O75177	SS18L1
O75177	SS18L1
Q96JN8	NEURL4
Q9UEE9	CFDP1
Q7Z442	PKD1L2
A4UGR9	XIRP2
Q96EY8	MMAB
Q9NX47	MARCH5
A4UGR9	XIRP2
A4UGR9	XIRP2
Q8WVK2	SNRNP27
Q8WVK2	SNRNP27
Q6UWP8	SBSN
P08217	CELA2A
Q8NDI1	EHBP1
Q9H4K7	GTPBP5
P02753	RBP4
P02753	RBP4
Q6DKK2	TTC19
Q6DKK2	TTC19
Q05195	MXD1
Q6IPM2	IQCE
Q3SYC2	MOGAT2
A0PG75	PLSCR5
P08218	CELA2B
A0PG75	PLSCR5
Q6P1S2	C3orf33
Q96JH8	RADIL
Q9Y5N1	HRH3
Q9Y5N1	HRH3
Q9Y5Z6	B3GALT1
Q9Y5Z6	B3GALT1
Q96LT9	RNPC3
Q15027	ACAP1
O14556	GAPDHS
O95237	LRAT
Q9BVK8	TMEM147
Q96PD7	DGAT2
Q8WVE7	TMEM170A
Q96DR4	STARD4
Q03426	MVK
Q9UEW8	STK39
O75886	STAM2
Q8N9L1	ZIC4
P20648	ATP4A
Q8N9L1	ZIC4
Q03426	MVK
Q8N9L1	ZIC4
Q9H1P3	OSBPL2
Q03426	MVK
P19961	AMY2B
P14735	IDE
P51160	PDE6C
Q693B1	KCTD11
O00400	SLC33A1
Q3KNT9	TMEM95
O00400	SLC33A1
Q8N9L1	ZIC4
O94927	HAUS5
Q53RT3	ASPRV1
Q15365	PCBP1
Q9GZX3	CHST6
P04746	AMY2A
Q9GZX3	CHST6
P04746	AMY2A
Q96GV9	C5orf30
Q9NWW7	C2orf42
Q9NWW7	C2orf42
Q9GZS9	CHST5
P55211	CASP9
Q70Z53	FRA10AC1
Q9BTD8	RBM42
Q9P2Y5	UVRAG
Q8TBY0	RBM46
Q16186	ADRM1
O75376	NCOR1
Q9H6L2	TMEM231
Q13470	TNK1
P04745	AMY1A
Q9BQG2	NUDT12
Q99436	PSMB7
Q8TAD7	C12orf75
P49915	GMPS
P60520	GABARAPL2
P49146	NPY2R
O00321	ETV2
O00321	ETV2
Q9NRY6	PLSCR3
Q15916	ZBTB6
Q9HAY6	BCMO1
Q8N2U0	C17orf61
O60285	NUAK1
Q15915	ZIC1
Q49MG5	MAP9
Q16612	C5orf13
Q16612	C5orf13
Q16612	C5orf13
P04745	AMY1B
Q96PY5	FMNL2
O15230	LAMA5
Q16612	C5orf13
P04745	AMY1B
Q16612	C5orf13
Q9BUB4	ADAT1
P04745	AMY1B
Q16612	C5orf13
Q6ZMG9	CERS6
Q8NFZ4	NLGN2
Q15700	DLG2
Q9HCK0	ZBTB26
Q16612	C5orf13
P14854	COX6B1
Q9HCK0	ZBTB26
P14854	COX6B1
Q15700	DLG2
Q8N4L4	SPEM1
Q16612	C5orf13
P52803	EFNA5
Q0P670	C17orf74
Q07065	CKAP4
O00322	UPK1A
Q8N9M5	TMEM102
Q8N9M5	TMEM102
P30556	AGTR1
Q6UWH4	FAM198B
P30556	AGTR1
P30556	AGTR1
Q6UWH4	FAM198B
Q9Y2Y4	ZBTB32
P30556	AGTR1
Q92914	FGF11
Q9Y2Y4	ZBTB32
P30556	AGTR1
P30556	AGTR1
P30556	AGTR1
P11230	CHRNB1
Q9H2C0	GAN
Q8IVI9	NOSTRIN
O96014	WNT11
Q9NRJ5	PAPOLB
Q9Y3P9	RABGAP1
P63220	RPS21
Q9H665	IGFLR1
P63220	RPS21
Q8N4U5	TCP11L2
P04745	AMY1C
Q8IY49	MMD2
Q8WU68	U2AF1L4
P31483	TIA1
Q7Z7M1	GPR144
Q9BTV7	CABLES2
Q96LA8	PRMT6
Q92759	GTF2H4
Q92759	GTF2H4
Q9NZ42	PSENEN
P15086	CPB1
P42892	ECE1
P15086	CPB1
Q8NC74	C20orf151
O43422	PRKRIR
Q8IY22	CMIP
Q9UF56	FBXL17
Q9Y2I2	NTNG1
P32242	OTX1
P32242	OTX1
Q9Y2I2	NTNG1
Q14722	KCNAB1
Q9BWX5	GATA5
Q96GY3	LIN37
Q9BWX5	GATA5
O14558	HSPB6
Q9H1L0	C20orf166
Q15046	KARS
Q7Z5S9	TMEM144
Q5U5X8	C12orf34
Q2NL68	C19orf55
Q96BD0	SLCO4A1
Q13285	NR5A1
Q96BD0	SLCO4A1
A6NC62	RBAK
Q9NYW8	RBAK
P16591	FER
Q9NYW8	RBAK
Q9HBM1	SPC25
Q9NW08	POLR3B
P16591	FER
O14559	ARHGAP33
O95970	LGI1
Q9NQR9	G6PC2
P30989	NTSR1
P52732	KIF11
Q9Y242	TCF19
Q9Y242	TCF19
Q9NV56	C20orf20
O95876	WDPCP
Q9NZT2	OGFR
Q9C0H2	TTYH3
Q9HBA0	TRPV4
Q9UKW4	VAV3
Q15406	NR6A1
Q3BBW0	NBPF3
Q9H094	NBPF3
Q9UKW4	VAV3
P43627	KIR2DL5B
P43627	KIR2DL5A
P43627	KIR3DS1
P43627	KIR2DL2
O95342	ABCB11
Q9Y4P8	WIPI2
Q9UF12	PRODH2
Q7Z589	C11orf30
Q14050	COL9A3
Q9Y2B2	PIGL
O60500	NPHS1
P43627	KIR2DL5B
P43627	KIR2DL5A
P43627	KIR3DS1
P43627	KIR2DL2
Q99706	KIR2DL5B
Q99706	KIR2DL5A
Q99706	KIR3DS1
Q99706	KIR2DL2
P15088	CPA3
Q14943	KIR2DL5B
Q14943	KIR2DL5A
Q14943	KIR3DS1
Q14943	KIR2DL2
Q8N109	KIR2DL5B
Q8N109	KIR2DL5A
Q8N109	KIR3DS1
Q8N109	KIR2DL2
Q8NHK3	KIR2DL5B
Q8NHK3	KIR2DL5A
Q8NHK3	KIR3DS1
Q8NHK3	KIR2DL2
Q9BPW9	DHRS9
Q9BPW9	DHRS9
Q9BPW9	DHRS9
Q9BPW9	DHRS9
P16885	PLCG2
Q9BPW9	DHRS9
P46976	GYG1
Q6UWL6	KIRREL2
P14373	TRIM27
Q5JNZ3	ZNF311
Q9Y3N9	OR2W1
Q01860	POU5F1
P05186	ALPL
O76000	OR2B3
O76001	OR2J3
P05186	ALPL
O76002	OR2J2
P05186	ALPL
Q9GZK7	OR11A1
Q9GZK7	OR11A1
Q96KK4	OR10C1
Q7Z7K6	CENPV
Q9GZK4	OR2H1
Q9GZK4	OR2H1
Q9GZK4	OR2H1
Q9GZK4	OR2H1
P51693	APLP1
P35410	MAS1L
Q9UL49	TCFL5
Q2M3R5	SLC35G1
Q9BTC0	DIDO1
Q68BL7	OLFML2A
Q9BTC0	DIDO1
Q9BTC0	DIDO1
Q9BTC0	DIDO1
Q33E94	RFX4
P98164	LRP2
Q9UBS5	GABBR1
Q9HCS5	EPB41L4A
P0CG47	UBB
P0CG47	UBB
P0CG47	UBB
Q9Y5S1	TRPV2
P40925	MDH1
P40925	MDH1
Q16653	MOG
Q9P212	PLCE1
Q9P212	PLCE1
Q14527	HLTF
Q14527	HLTF
Q14527	HLTF
P47736	RAP1GAP
P47736	RAP1GAP
P47736	RAP1GAP
P47736	RAP1GAP
P47736	RAP1GAP
P47736	RAP1GAP
Q14392	LRRC32
Q14392	LRRC32
P47736	RAP1GAP
P47736	RAP1GAP
Q14392	LRRC32
P47736	RAP1GAP
Q9HBX9	RXFP1
P05534	HLA-A
P30455	HLA-A
P30443	HLA-A
Q09160	HLA-A
Q8WUA8	TSKU
Q8NAA5	C17orf76
Q9HBT7	ZNF287
Q8WUS8	SDR42E1
Q9HBT7	ZNF287
Q9P2J8	ZNF624
P37059	HSD17B2
Q9P1U0	ZNRD1
Q9P1U0	ZNRD1
Q9P1U0	ZNRD1
Q9P1U0	ZNRD1
Q5JTN6	WDR38
O60927	PPP1R11
Q9NUN7	ACER3
Q9H2S5	RNF39
A2RUR9	CCDC144A
Q6P9F5	TRIM40
Q9UDY6	TRIM10
Q9C019	TRIM15
Q16851	UGP2
Q8N3I7	BBS5
Q12899	TRIM26
Q12899	TRIM26
Q12899	TRIM26
O14836	TNFRSF13B
O60662	KBTBD10
Q9HCM9	TRIM39
Q9NVN3	RIC8B
Q86UV5	USP48
Q969F9	HPS3
Q6NYC8	KIAA1949
Q6NYC8	KIAA1949
Q8IXM6	NRM
Q6ZMB0	B3GNT6
Q8WUH6	C12orf23
Q6WCQ1	MPRIP
Q14676	MDC1
Q6WCQ1	MPRIP
O15484	CAPN5
Q53R41	FASTKD1
O15484	CAPN5
Q49AM1	MTERFD3
Q49AM1	MTERFD3
P07437	TUBB
Q13427	PPIG
Q8N2A8	PLD6
Q05066	SRY
P00450	CP
Q8NFG4	FLCN
P22090	RPS4Y1
P08048	ZFY
P08048	ZFY
Q8IUE0	TGIF2LY
Q9UNS2	COPS3
Q9BZA8	PCDH11Y
A6NKD2	TSPY2
Q0VFZ6	C2orf77
Q9P1Q0	VPS54
Q99218	AMELY
Q99218	AMELY
Q5SZI1	LDLRAD2
Q8TCD6	PHOSPHO2
Q9BQ87	TBL1Y
Q9BQ87	TBL1Y
Q9BQ87	TBL1Y
Q16526	CRY1
P0CW01	TSPY4
P0CW00	TSPY4
P0CV99	TSPY4
P0CV98	TSPY3
Q01534	TSPY3
P98160	HSPG2
P0CV98	TSPY3
Q01534	TSPY3
Q8NBE8	KLHL23
Q8NBE8	KLHL23
P0CV98	TSPY10
Q01534	TSPY10
Q5SSG8	MUC21
Q9NPB1	NT5M
O00507	USP9Y
P05455	SSB
P05455	SSB
Q9NWA0	MED9
Q9Y272	RASD1
Q9UBM1	PEMT
Q9UBM1	PEMT
Q9UBM1	PEMT
Q7Z5J4	RAI1
O15523	DDX3Y
O15523	DDX3Y
Q9NRN9	METTL5
Q9NRN9	METTL5
Q9NRN9	METTL5
P08861	CELA3B
O14607	UTY
Q8TEV8	SMCR5
Q06643	LTB
O00453	LST1
P36956	SREBF1
O00453	LST1
O14604	TMSB4Y
P09093	CELA3A
O14598	VCY1B
O14598	VCY
P60953	CDC42
Q8NFZ3	NLGN4Y
Q8NFZ3	NLGN4Y
O14931	NCR3
Q6ZT12	UBR3
Q9Y6F7	CDY2B
Q9Y6F7	CDY2A
Q96LI6	HSFY1
Q6ZT12	UBR3
P56705	WNT4
Q96LI6	HSFY2
Q9NUA8	ZBTB40
Q9NUA8	ZBTB40
P29322	EPHA8
Q9BZA5	CYorf15A
Q9BZA4	CYorf15B
Q9BZA4	CYorf15B
Q6ZVM7	TOM1L2
Q9BY66	KDM5D
Q5SSQ6	C6orf26
Q8WXR4	MYO3B
P02745	C1QA
P02745	C1QA
P02747	C1QC
O14602	EIF1AY
P02747	C1QC
P02747	C1QC
Q8TD47	RPS4Y2
Q9H606	CYorf17
Q9H606	CYorf17
Q15378	RBMY1B
A6NDE4	RBMY1B
P02746	C1QB
Q15414	RBMY1A1
Q15414	RBMY1A1
Q9H069	LRRC48
Q15414	RBMY1A1
Q9H069	LRRC48
Q9H069	LRRC48
Q9H069	LRRC48
Q9H069	LRRC48
Q9Y333	LSM2
P29323	EPHB2
A6NEQ0	RBMY1E
A6NEQ0	RBMY1E
P08107	HSPA1A
P08107	HSPA1B
Q8N5M1	ATPAF2
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q9UBA6	C6orf48
P0C7P1	RBMY1D
P0C7P1	RBMY1D
O14603	PRY2
O60341	KDM1A
Q99519	NEU1
Q8IVV7	C17orf39
Q15415	RBMY1F
Q15415	RBMY1F
P55039	DRG2
Q53GD3	SLC44A4
Q6BEB4	SP5
Q15415	RBMY1J
Q15415	RBMY1J
Q15415	RBMY1J
Q99259	GAD1
Q70EL2	USP45
Q86V48	LUZP1
Q86V48	LUZP1
Q86Y56	HEATR2
P51957	NEK4
O14603	PRY
O14599	BPY2
O14599	BPY2
Q96QC0	PPP1R10
Q86SG3	DAZ1
Q9NQZ3	DAZ1
P60484	PTEN
P17980	PSMC3
P52943	CRIP2
Q13117	DAZ2
Q9NR90	DAZ2
P19827	ITIH1
Q99946	PRRT1
Q5T6S3	PHF19
O15130	NPFF
Q9H1A7	POLR2J3
Q9GZM3	POLR2J3
Q9UMR5	PPT2
Q9UMR5	PPT2
Q9UMR5	PPT2
Q9UMR5	PPT2
B0FP48	POLR2J3
O14603	PRYP3
O94901	SUN1
Q9Y6F8	CDY1B
O14599	BPY2B
P17544	ATF7
O94901	SUN1
Q06055	ATP5G2
O94901	SUN1
Q06055	ATP5G2
Q9Y586	MAB21L2
P61247	RPS3A
Q99944	EGFL8
Q99944	EGFL8
Q5VYX0	RNLS
Q99943	AGPAT1
P24863	CCNC
Q99943	AGPAT1
Q99943	AGPAT1
Q99943	AGPAT1
Q9Y676	MRPS18B
Q99943	AGPAT1
Q99943	AGPAT1
O14599	BPY2C
Q5W064	LIPJ
Q9Y6F8	CDY1
O14603	PRYP4
Q13702	RAPSN
Q99942	RNF5
P07098	LIPF
Q92879	CELF1
Q5HYK7	SH3D19
Q5HYK7	SH3D19
Q5HYK7	SH3D19
Q5HYK7	SH3D19
Q5SQI0	ATAT1
Q5SQI0	ATAT1
Q9P1Z2	CALCOCO1
P50238	CRIP1
P50238	CRIP1
P50238	CRIP1
Q13077	TRAF1
Q5VXJ0	LIPK
Q8IYT2	FTSJD1
Q8IYT2	FTSJD1
P22676	CALB2
P40425	PBX2
Q5VXI9	LIPN
Q06033	ITIH3
Q495Y8	SPDYE2
A6NHP3	SPDYE2
Q495Y8	SPDYE2
A6NHP3	SPDYE2
Q495Y8	SPDYE2
P01031	C5
Q9Y4H4	GPSM3
Q9Y4H4	GPSM3
O43374	RASA4
Q86SX3	C14orf80
Q5VYY2	LIPM
P17027	ZNF23
P17027	ZNF23
P17027	ZNF23
Q5VYY1	ANKRD22
O75489	NDUFS3
Q96FJ0	STAMBPL1
P01906	HLA-DQA2
Q96FJ0	STAMBPL1
Q9NZ08	ERAP1
P13765	HLA-DOB
P17023	ZNF19
Q14624	ITIH4
Q7RTY5	PRSS48
Q8NCG5	CHST4
Q03519	TAP2
Q9H4Q3	PRDM13
P62736	ACTA2
Q969V1	MCHR2
Q969V1	MCHR2
Q969V1	MCHR2
P62736	ACTA2
P17735	TAT
P81133	SIM1
P81133	SIM1
Q05DH4	FAM160A1
Q8WUK0	PTPMT1
B0FP48	UPK3BL
Q8N3C0	ASCC3
Q7Z7A1	CNTRL
Q9NVX7	KBTBD4
Q9NVX7	KBTBD4
Q7Z7A1	CNTRL
Q03518	TAP1
Q8N0U4	FAM185A
Q8N0U4	FAM185A
P31276	HOXC13
P31275	HOXC12
Q7L5D6	GET4
O43248	HOXC11
Q96A59	MARVELD3
P28068	HLA-DMB
Q9NYD6	HOXC10
O75879	PET112
Q00444	HOXC5
P28067	HLA-DMA
Q8NEE6	FBXL13
Q8NEE6	FBXL13
Q6ZVD8	PHLPP2
Q9BTD3	TMEM121
Q9BTD3	TMEM121
Q5SQH8	C6orf136
P20036	HLA-DPA1
P09630	HOXC6
P20036	HLA-DPA1
Q6P0A1	FAM180B
Q8IVN3	MUSTN1
Q9BXJ3	C1QTNF4
P31274	HOXC9
O75689	ADAP1
Q9Y6C9	MTCH2
P31273	HOXC8
P09017	HOXC4
Q96MI6	PPM1M
P09017	HOXC4
P25445	FAS
Q86TL2	TMEM110
P24592	IGFBP6
Q53HV7	SMUG1
Q15654	TRIP6
Q53HV7	SMUG1
O75908	SOAT2
O43747	AP1G1
Q13002	GRIK2
O43747	AP1G1
Q6UXN9	WDR82
Q12796	PNRC1
Q9UHJ3	SFMBT1
Q9UHJ3	SFMBT1
Q9UHJ3	SFMBT1
Q6P179	ERAP2
Q9Y600	CSAD
Q9Y600	CSAD
Q9Y600	CSAD
Q96AA3	RFT1
Q8N6Y2	LRRC17
Q9Y600	CSAD
O60231	DHX16
Q9BXP5	SRRT
Q9BXP5	SRRT
Q5U5Z8	AGBL2
Q9BXP5	SRRT
P45973	CBX5
P45973	CBX5
Q969H0	FBXW7
Q969H0	FBXW7
Q8N2F6	ARMC10
Q49B96	COX19
Q8IVS8	GLYCTK
Q9UIQ6	LNPEP
P0C7T5	ATXN1L
Q8WXF0	SRSF12
Q05655	PRKCD
Q05655	PRKCD
O75541	ZNF821
O75096	LRP4
Q8TAV3	CYP2W1
Q8IYS1	PM20D2
P24046	GABRR1
P53990	KIAA0174
P53990	KIAA0174
P09651	HNRNPA1
P09651	HNRNPA1
Q6P9G4	TMEM154
Q6NYC8	KIAA1949
Q6NYC8	KIAA1949
Q8IY51	TIGD4
O95992	CH25H
Q9BRJ6	C7orf50
Q9BRJ6	C7orf50
Q9BRJ6	C7orf50
Q8IYU2	HACE1
Q9P2D7	DNAH1
P53367	ARFIP1
P53367	ARFIP1
Q9H6J7	C11orf49
Q6IQ20	NAPEPLD
Q6IQ20	NAPEPLD
Q6IQ20	NAPEPLD
Q6IQ20	NAPEPLD
Q6IQ20	NAPEPLD
P38571	LIPA
P38571	LIPA
Q6IQ20	NAPEPLD
P38571	LIPA
Q8N3X1	FNBP4
Q8IXM6	NRM
P28476	GABRR2
Q8IXM6	NRM
Q9Y385	UBE2J1
P29401	TKT
P29401	TKT
Q8N485	LIX1
Q8NDX6	ZNF740
Q96CH1	GPR146
Q96CH1	GPR146
Q9NQL2	RRAGD
Q9BVS4	RIOK2
P26010	ITGB7
P26010	ITGB7
